lat,lon,XCO2 (mol CO2/mol dry),XCO2PREC (mol CO2/mol dry),Month,Year,DATE,population,primary_fuel,commissioning_year,capacity_mw,city_ascii,capital,city_pop_2022,month,brightness,scan,track,bright_t31,frp,city,state,plant_type,longitude,latitude
-2.5,39.375,0.000402561,2.18E-08,4,2016,01-04-16,4602.9854,,,,,,,4,313.45,2,1.35,291.45,17.95,,,,,
-2.5,39.375,0.000406649,3.39E-08,6,2018,01-06-18,5221.984,,,,,,,6,328.23,1.17,1.07,305.57,13.23,,,,,
-2.5,40,0.000414283,2.11E-08,10,2021,01-10-21,,,,,Witu,,5380,10,332.34,1.48,1.18,302.54,32.05,,,,,
-2.5,40,0.000413745,5.67E-08,5,2021,01-05-21,,,,,Witu,,5380,5,322.38,1.35,1.12,296.85,18.27,,,,,
-2.5,40,0.000414134,1.83E-08,9,2021,01-09-21,,,,,Witu,,5380,9,331.74,1.13,1.06,303.96,23.86,,,,,
-2.5,40,0.000414255,3.18E-08,7,2021,01-07-21,,,,,Witu,,5380,7,324.4,1,1,300,13,,,,,
-2.5,40,0.000414568,3.04E-08,11,2021,01-11-21,,,,,Witu,,5380,11,319.3,2.7,1.57,295.23,37.23,,,,,
-2.5,40,0.00041398,2.88E-08,2,2021,01-02-21,,,,,Witu,,5380,2,329.05,1.96,1.31,302.99,33.2,,,,,
-2.5,40,0.000414214,2.77E-08,8,2021,01-08-21,,,,,Witu,,5380,8,322.2,1.07,1,302.73,13.2,,,,,
-2.5,40,0.000413513,3.66E-08,4,2021,01-04-21,,,,,Witu,,5380,4,320.84,1.64,1.24,297.22,16.78,,,,,
-2.5,40,0.000415465,3.79E-08,12,2021,01-12-21,,,,,Witu,,5380,12,318.97,1.37,1.13,297.97,16.2,,,,,
-2.5,40,0.000413975,1.89E-08,1,2021,01-01-21,,,,,Witu,,5380,1,325.99,1.63,1.19,301.69,24.84,,,,,
-2.5,40,0.000414326,2.07E-08,3,2021,01-03-21,,,,,Witu,,5380,3,330.8,1.24,1.09,303.04,18.51,,,,,
-2.5,40,0.000414346,3.51E-08,6,2021,01-06-21,,,,,Witu,,5380,6,316.07,1.37,1.17,296.1,10.63,,,,,
-2.5,40,0.000404442,2.37E-08,10,2017,01-10-17,105745.914,,,,Witu,,5380,10,328.85,1.58,1.18,304.3,20.03,,,,,
-2.5,40,0.000404703,2.62E-08,7,2017,01-07-17,105745.914,,,,Witu,,5380,7,323.9,1.3,1.1,296.5,18.6,,,,,
-2.5,40,0.00040432,2.20E-08,4,2017,01-04-17,105745.914,,,,Witu,,5380,4,321.7,1,1,299,12.9,,,,,
-2.5,40,0.000404942,2.93E-08,2,2017,01-02-17,105745.914,,,,Witu,,5380,2,331.4,1.1,1,305.9,12.1,,,,,
-2.5,40,0.000404768,3.78E-08,3,2017,01-03-17,105745.914,,,,Witu,,5380,3,334.87,1,1,307,14.8,,,,,
-2.5,40,0.000404045,2.21E-08,9,2017,01-09-17,105745.914,,,,Witu,,5380,9,327.8,1.4,1.2,302.93,18.3,,,,,
-2.5,40,0.000399111,1.81E-08,8,2015,01-08-15,100312.38,,,,Witu,,5380,8,323.24,1.04,1.01,297.66,15.68,,,,,
-2.5,40,0.000398028,4.67E-08,4,2015,01-04-15,100312.38,,,,Witu,,5380,4,324.25,1.15,1.06,298.59,12.67,,,,,
-2.5,40,0.000398407,2.21E-08,1,2015,01-01-15,100312.38,,,,Witu,,5380,1,314.73,1,1,296.27,7.53,,,,,
-2.5,40,0.000399101,1.80E-08,3,2015,01-03-15,100312.38,,,,Witu,,5380,3,331.76,1.56,1.19,303.75,32.53,,,,,
-2.5,40,0.000399386,3.31E-08,10,2015,01-10-15,100312.38,,,,Witu,,5380,10,328.47,1.23,1.06,303.13,16.64,,,,,
-2.5,40,0.000399138,2.52E-08,9,2015,01-09-15,100312.38,,,,Witu,,5380,9,327.21,1.66,1.24,300.82,29.11,,,,,
-2.5,40,0.000399517,2.47E-08,11,2015,01-11-15,100312.38,,,,Witu,,5380,11,323.1,1.3,1.1,301.4,17.4,,,,,
-2.5,40,0.000398695,2.46E-08,2,2015,01-02-15,100312.38,,,,Witu,,5380,2,332.4,1.29,1.09,305.9,24.13,,,,,
-2.5,40,0.000398512,4.51E-08,5,2015,01-05-15,100312.38,,,,Witu,,5380,5,332.88,1.5,1.18,301.48,37.48,,,,,
-2.5,40,0.000412001,4.16E-08,7,2020,01-07-20,115483.58,,,,Witu,,5380,7,318.58,1.17,1.04,295.9,12.43,,,,,
-2.5,40,0.000411859,1.80E-08,10,2020,01-10-20,115483.58,,,,Witu,,5380,10,324.6,1.15,1.05,300.5,14.73,,,,,
-2.5,40,0.00041153,7.61E-08,4,2020,01-04-20,115483.58,,,,Witu,,5380,4,319.4,1.1,1.05,283.5,15.4,,,,,
-2.5,40,0.000412041,2.44E-08,3,2020,01-03-20,115483.58,,,,Witu,,5380,3,324.31,1.35,1.11,298.14,18.16,,,,,
-2.5,40,0.000411905,1.80E-08,8,2020,01-08-20,115483.58,,,,Witu,,5380,8,322.04,1.3,1.11,295.63,19.56,,,,,
-2.5,40,0.000411809,2.66E-08,9,2020,01-09-20,115483.58,,,,Witu,,5380,9,323.11,1.28,1.12,300.26,17.74,,,,,
-2.5,40,0.000409498,3.24E-08,9,2019,01-09-19,112299.125,,,,Witu,,5380,9,319.37,1.15,1.05,299.1,11.05,,,,,
-2.5,40,0.000409272,2.39E-08,5,2019,01-05-19,112299.125,,,,Witu,,5380,5,324.4,1.2,1.1,299.7,11.1,,,,,
-2.5,40,0.000408544,1.85E-08,1,2019,01-01-19,112299.125,,,,Witu,,5380,1,324.1,1.47,1.19,297.74,24.15,,,,,
-2.5,40,0.000409613,2.21E-08,8,2019,01-08-19,112299.125,,,,Witu,,5380,8,320.89,1.07,1.01,299.83,10.46,,,,,
-2.5,40,0.000409316,3.90E-08,4,2019,01-04-19,112299.125,,,,Witu,,5380,4,327.34,1.4,1.17,302.91,18.44,,,,,
-2.5,40,0.000409121,1.89E-08,2,2019,01-02-19,112299.125,,,,Witu,,5380,2,332.85,1.52,1.19,303.05,39.24,,,,,
-2.5,40,0.000409556,2.20E-08,3,2019,01-03-19,112299.125,,,,Witu,,5380,3,331.31,1.56,1.2,304.33,27.85,,,,,
-2.5,40,0.000402452,3.35E-08,8,2016,01-08-16,102884.38,,,,Witu,,5380,8,321.15,1.05,1,301.15,9.3,,,,,
-2.5,40,0.000401895,3.20E-08,5,2016,01-05-16,102884.38,,,,Witu,,5380,5,324,1.1,1,305.6,9.75,,,,,
-2.5,40,0.000403548,3.15E-08,12,2016,01-12-16,102884.38,,,,Witu,,5380,12,323.8,1.05,1.05,303.15,13.95,,,,,
-2.5,40,0.000402407,4.56E-08,10,2016,01-10-16,102884.38,,,,Witu,,5380,10,324.57,2.16,1.36,299.22,33.16,,,,,
-2.5,40,0.000402415,4.43E-08,3,2016,01-03-16,102884.38,,,,Witu,,5380,3,332.79,1.44,1.15,304.52,27.12,,,,,
-2.5,40,0.000402511,2.83E-08,2,2016,01-02-16,102884.38,,,,Witu,,5380,2,328.71,1.66,1.23,301.36,29.24,,,,,
-2.5,40,0.000402695,2.07E-08,11,2016,01-11-16,102884.38,,,,Witu,,5380,11,325.89,1.68,1.24,300.7,22.46,,,,,
-2.5,40,0.000402493,2.10E-08,4,2016,01-04-16,102884.38,,,,Witu,,5380,4,331.91,1.17,1.07,301.59,23.9,,,,,
-2.5,40,0.000402282,3.13E-08,9,2016,01-09-16,102884.38,,,,Witu,,5380,9,325.98,1.32,1.12,302.28,24.4,,,,,
-2.5,40,0.000407716,1.92E-08,12,2018,01-12-18,108920.984,,,,Witu,,5380,12,324.1,1.1,1,301.3,13.75,,,,,
-2.5,40,0.000406717,2.74E-08,9,2018,01-09-18,108920.984,,,,Witu,,5380,9,319.1,1,1,299.15,10.15,,,,,
-2.5,40,0.000407931,5.42E-08,3,2018,01-03-18,108920.984,,,,Witu,,5380,3,322.15,1.15,1.05,297.45,11.1,,,,,
-2.5,40,0.000406564,1.80E-08,10,2018,01-10-18,108920.984,,,,Witu,,5380,10,326.38,1.02,1.02,301.4,19.4,,,,,
-2.5,40,0.000406533,6.94E-08,4,2018,01-04-18,108920.984,,,,Witu,,5380,4,315.8,3.03,1.57,291.27,42.93,,,,,
-2.5,40,0.000406454,2.68E-08,1,2018,01-01-18,108920.984,,,,Witu,,5380,1,331.21,1.97,1.36,301.07,47.74,,,,,
-2.5,40,0.000406703,3.51E-08,2,2018,01-02-18,108920.984,,,,Witu,,5380,2,339.71,1.31,1.13,303.22,45.94,,,,,
-2.5,40.625,0.000414275,2.08E-08,10,2021,01-10-21,,,,,Lamu,admin,24525,10,331.87,1.48,1.21,301.91,31.67,,,,,
-2.5,40.625,0.000413803,5.59E-08,5,2021,01-05-21,,,,,Lamu,admin,24525,5,326.25,1.05,1.05,301.05,14.1,,,,,
-2.5,40.625,0.000414541,2.97E-08,11,2021,01-11-21,,,,,Lamu,admin,24525,11,328.73,1.1,1.07,304.13,12.27,,,,,
-2.5,40.625,0.000413964,2.89E-08,2,2021,01-02-21,,,,,Lamu,admin,24525,2,334.19,1.81,1.3,302.62,50.59,,,,,
-2.5,40.625,0.00041352,3.57E-08,4,2021,01-04-21,,,,,Lamu,admin,24525,4,327.08,1.15,1.08,301.98,15.6,,,,,
-2.5,40.625,0.000415492,3.77E-08,12,2021,01-12-21,,,,,Lamu,admin,24525,12,315.1,1.1,1.1,297.4,10.4,,,,,
-2.5,40.625,0.000413966,1.97E-08,1,2021,01-01-21,,,,,Lamu,admin,24525,1,326.74,1.36,1.17,300.74,18.42,,,,,
-2.5,40.625,0.000414343,2.08E-08,3,2021,01-03-21,,,,,Lamu,admin,24525,3,335.96,1.46,1.18,304.82,41.61,,,,,
-2.5,40.625,0.000404442,2.36E-08,10,2017,01-10-17,97630.12,,,,Lamu,admin,24525,10,320.3,1.4,1.2,299.3,11.8,,,,,
-2.5,40.625,0.000404144,1.80E-08,1,2017,01-01-17,97630.12,,,,Lamu,admin,24525,1,331.89,1.06,1.06,302.86,19.27,,,,,
-2.5,40.625,0.000404297,2.18E-08,4,2017,01-04-17,97630.12,,,,Lamu,admin,24525,4,328.04,1.12,1.06,303.68,15.89,,,,,
-2.5,40.625,0.000405421,1.87E-08,12,2017,01-12-17,97630.12,,,,Lamu,admin,24525,12,327.9,1.3,1.12,299.79,19.55,,,,,
-2.5,40.625,0.000404927,2.87E-08,2,2017,01-02-17,97630.12,,,,Lamu,admin,24525,2,334.69,1.94,1.31,301,58.89,,,,,
-2.5,40.625,0.000404618,1.83E-08,11,2017,01-11-17,97630.12,,,,Lamu,admin,24525,11,325.08,1.32,1.14,302.06,14.44,,,,,
-2.5,40.625,0.000404776,3.72E-08,3,2017,01-03-17,97630.12,,,,Lamu,admin,24525,3,337.42,1.9,1.3,302.3,67.57,,,,,
-2.5,40.625,0.000399272,1.98E-08,7,2015,01-07-15,92098.6,,,,Lamu,admin,24525,7,322.9,2.4,1.5,294,52,,,,,
-2.5,40.625,0.00039912,1.80E-08,8,2015,01-08-15,92098.6,,,,Lamu,admin,24525,8,317.18,2.14,1.34,295.86,26.72,,,,,
-2.5,40.625,0.000398039,4.59E-08,4,2015,01-04-15,92098.6,,,,Lamu,admin,24525,4,333.96,1.14,1.07,303.62,22.88,,,,,
-2.5,40.625,0.000398398,2.17E-08,1,2015,01-01-15,92098.6,,,,Lamu,admin,24525,1,327.86,1.42,1.17,302.89,20.78,,,,,
-2.5,40.625,0.000399059,1.80E-08,3,2015,01-03-15,92098.6,,,,Lamu,admin,24525,3,344.68,1.3,1.11,304.77,64.26,,,,,
-2.5,40.625,0.00039936,3.28E-08,10,2015,01-10-15,92098.6,,,,Lamu,admin,24525,10,325.41,1.35,1.14,300.58,15.86,,,,,
-2.5,40.625,0.000399129,2.44E-08,9,2015,01-09-15,92098.6,,,,Lamu,admin,24525,9,323.36,1.56,1.21,299.89,21.08,,,,,
-2.5,40.625,0.000399468,2.37E-08,11,2015,01-11-15,92098.6,,,,Lamu,admin,24525,11,319.4,1,1,299.6,8.4,,,,,
-2.5,40.625,0.000398692,2.42E-08,2,2015,01-02-15,92098.6,,,,Lamu,admin,24525,2,336.91,1.2,1.1,305.9,51.06,,,,,
-2.5,40.625,0.000398471,4.42E-08,5,2015,01-05-15,92098.6,,,,Lamu,admin,24525,5,324.15,2.5,1.5,297.2,36.35,,,,,
-2.5,40.625,0.000411945,4.08E-08,7,2020,01-07-20,106359.875,,,,Lamu,admin,24525,7,310.87,2.03,1.4,293.17,22.6,,,,,
-2.5,40.625,0.000411841,1.80E-08,10,2020,01-10-20,106359.875,,,,Lamu,admin,24525,10,326.02,1.38,1.17,300.52,19.74,,,,,
-2.5,40.625,0.000411553,7.40E-08,4,2020,01-04-20,106359.875,,,,Lamu,admin,24525,4,321.4,1.8,1.3,293.9,31.9,,,,,
-2.5,40.625,0.000412025,2.38E-08,3,2020,01-03-20,106359.875,,,,Lamu,admin,24525,3,331.76,1.36,1.15,301.31,27.14,,,,,
-2.5,40.625,0.000413153,2.88E-08,12,2020,01-12-20,106359.875,,,,Lamu,admin,24525,12,320.5,1.4,1.2,297.1,12.4,,,,,
-2.5,40.625,0.000411874,1.80E-08,8,2020,01-08-20,106359.875,,,,Lamu,admin,24525,8,309.08,1.88,1.35,293.2,14.88,,,,,
-2.5,40.625,0.000411785,2.60E-08,9,2020,01-09-20,106359.875,,,,Lamu,admin,24525,9,322.41,1.29,1.1,300.86,21.7,,,,,
-2.5,40.625,0.000412026,3.74E-08,11,2020,01-11-20,106359.875,,,,Lamu,admin,24525,11,328.14,1.18,1.08,297.48,19.68,,,,,
-2.5,40.625,0.000409498,3.17E-08,9,2019,01-09-19,103276.25,,,,Lamu,admin,24525,9,320.69,1.43,1.14,298.29,21.87,,,,,
-2.5,40.625,0.000409251,2.42E-08,5,2019,01-05-19,103276.25,,,,Lamu,admin,24525,5,319,1.1,1.1,297.5,9.1,,,,,
-2.5,40.625,0.000408554,1.81E-08,1,2019,01-01-19,103276.25,,,,Lamu,admin,24525,1,326.5,1.44,1.16,298.54,23.72,,,,,
-2.5,40.625,0.000409339,3.88E-08,4,2019,01-04-19,103276.25,,,,Lamu,admin,24525,4,336.19,1.7,1.24,304.23,51.36,,,,,
-2.5,40.625,0.000409125,1.89E-08,2,2019,01-02-19,103276.25,,,,Lamu,admin,24525,2,335.7,1.58,1.21,303.27,49.11,,,,,
-2.5,40.625,0.000409569,2.17E-08,3,2019,01-03-19,103276.25,,,,Lamu,admin,24525,3,335.73,1.68,1.24,303.8,44.68,,,,,
-2.5,40.625,0.00040243,3.26E-08,8,2016,01-08-16,94869.516,,,,Lamu,admin,24525,8,317.6,1,1,292.95,9.1,,,,,
-2.5,40.625,0.000403562,3.09E-08,12,2016,01-12-16,94869.516,,,,Lamu,admin,24525,12,335.95,1.8,1.3,299.25,56.7,,,,,
-2.5,40.625,0.00040148,4.76E-08,1,2016,01-01-16,94869.516,,,,Lamu,admin,24525,1,325.34,1.4,1.18,299.38,16.45,,,,,
-2.5,40.625,0.000402396,4.53E-08,10,2016,01-10-16,94869.516,,,,Lamu,admin,24525,10,344.08,1,1,305.84,42,,,,,
-2.5,40.625,0.00040246,4.30E-08,3,2016,01-03-16,94869.516,,,,Lamu,admin,24525,3,339.62,1.49,1.2,303.6,51.02,,,,,
-2.5,40.625,0.000402492,2.83E-08,2,2016,01-02-16,94869.516,,,,Lamu,admin,24525,2,332.53,1.5,1.18,302.23,31.36,,,,,
-2.5,40.625,0.000402485,2.06E-08,4,2016,01-04-16,94869.516,,,,Lamu,admin,24525,4,331.88,1.38,1.13,302.16,24.92,,,,,
-2.5,40.625,0.000402307,3.06E-08,9,2016,01-09-16,94869.516,,,,Lamu,admin,24525,9,328.57,1.4,1.18,297.17,31.72,,,,,
-2.5,40.625,0.000407726,1.95E-08,12,2018,01-12-18,100434.05,,,,Lamu,admin,24525,12,327.57,1.07,1.03,302.8,16.37,,,,,
-2.5,40.625,0.000406709,2.72E-08,9,2018,01-09-18,100434.05,,,,Lamu,admin,24525,9,321.05,1.65,1.3,296,25.05,,,,,
-2.5,40.625,0.000407806,5.38E-08,3,2018,01-03-18,100434.05,,,,Lamu,admin,24525,3,333.27,1.63,1.24,299.14,40.16,,,,,
-2.5,40.625,0.000406554,1.80E-08,10,2018,01-10-18,100434.05,,,,Lamu,admin,24525,10,325.74,1.12,1.06,301.24,16.84,,,,,
-2.5,40.625,0.000406438,2.68E-08,1,2018,01-01-18,100434.05,,,,Lamu,admin,24525,1,327.81,1.52,1.2,303.25,22.03,,,,,
-2.5,40.625,0.000406701,3.43E-08,2,2018,01-02-18,100434.05,,,,Lamu,admin,24525,2,338.17,1.58,1.21,304.71,58.03,,,,,
-2.5,40.625,0.0004069,2.55E-08,11,2018,01-11-18,100434.05,,,,Lamu,admin,24525,11,320.34,1.14,1.06,296.88,13.62,,,,,
-2,34.375,0.000414148,4.36E-08,6,2021,01-06-21,,,,,,,,6,324.15,1.2,1.1,303.4,12.9,,,,,
-2,34.375,0.000399414,3.26E-08,3,2015,01-03-15,54.774708,,,,,,,3,311.1,1.11,1.04,286.61,17.61,,,,,
-2,34.375,0.000412127,5.31E-08,7,2020,01-07-20,49.973663,,,,,,,7,322.41,1.23,1.1,281.94,25.73,,,,,
-2,34.375,0.000411335,4.21E-08,6,2020,01-06-20,49.973663,,,,,,,6,318.26,1.96,1.36,295.06,27.86,,,,,
-2,34.375,0.000406908,1.96E-08,7,2018,01-07-18,51.192703,,,,,,,7,325.74,2.1,1.31,300.76,33.84,,,,,
-2,35,0.000414181,3.60E-08,7,2021,01-07-21,,,,,,,,7,320.94,1.49,1.19,288.93,42.15,,,,,
-2,35,0.000414165,2.67E-08,8,2021,01-08-21,,,,,,,,8,327,1,1,299.97,18.07,,,,,
-2,35,0.000414232,1.80E-08,3,2021,01-03-21,,,,,,,,3,322.7,1,1,303,12,,,,,
-2,35,0.000414198,4.26E-08,6,2021,01-06-21,,,,,,,,6,309.19,1.15,1.06,291.23,10.16,,,,,
-2,35,0.000404073,2.83E-08,5,2017,01-05-17,37199.965,,,,,,,5,325,1.8,1.3,297.9,36.9,,,,,
-2,35,0.000399039,2.03E-08,7,2015,01-07-15,33581.46,,,,,,,7,328.5,1,1,303.8,14.9,,,,,
-2,35,0.000399481,3.49E-08,10,2015,01-10-15,33581.46,,,,,,,10,325.7,1.15,1.05,302,17.45,,,,,
-2,35,0.000412076,5.20E-08,7,2020,01-07-20,41480.52,,,,,,,7,320.2,1.37,1.16,295.31,20.13,,,,,
-2,35,0.000411272,3.93E-08,6,2020,01-06-20,41480.52,,,,,,,6,310.49,1.36,1.13,287.19,14.4,,,,,
-2,35,0.000409462,3.37E-08,4,2019,01-04-19,40166.41,,,,,,,4,318.38,2.85,1.57,303.32,38.57,,,,,
-2,35,0.000408768,2.70E-08,2,2019,01-02-19,40166.41,,,,,,,2,331.15,1.1,1.05,311.6,18.75,,,,,
-2,35,0.000409288,4.47E-08,3,2019,01-03-19,40166.41,,,,,,,3,342.45,1.1,1,313.05,34.85,,,,,
-2,35,0.000402419,3.42E-08,8,2016,01-08-16,35870.94,,,,,,,8,334.6,1.5,1.2,307.6,28.9,,,,,
-2,35,0.000402237,4.10E-08,3,2016,01-03-16,35870.94,,,,,,,3,321.32,2.17,1.38,300.15,31.96,,,,,
-2,35,0.00040283,3.74E-08,7,2016,01-07-16,35870.94,,,,,,,7,324.64,1.74,1.24,293.71,35.83,,,,,
-2,35,0.000402297,2.91E-08,2,2016,01-02-16,35870.94,,,,,,,2,320.5,1.5,1.2,299,21.9,,,,,
-2,35,0.000402406,3.99E-08,6,2016,01-06-16,35870.94,,,,,,,6,320.73,1.43,1.14,293.44,25.97,,,,,
-2,35,0.000402607,3.64E-08,4,2016,01-04-16,35870.94,,,,,,,4,318.83,2.55,1.49,291.98,57.88,,,,,
-2,35,0.000406456,2.64E-08,9,2018,01-09-18,38614.766,,,,,,,9,320.19,1.49,1.17,292.94,31.76,,,,,
-2,35,0.00040655,3.47E-08,10,2018,01-10-18,38614.766,,,,,,,10,335.75,1.37,1.12,308.32,34.88,,,,,
-2,35.625,0.000404375,6.29E-08,10,2017,01-10-17,78472.664,,,,,,,10,302.9,1.7,1.3,286.1,14,,,,,
-2,35.625,0.000403786,3.15E-08,1,2017,01-01-17,78472.664,,,,,,,1,335.52,1.16,1.08,302.22,35.42,,,,,
-2,35.625,0.000399152,2.71E-08,3,2015,01-03-15,73646.9,,,,,,,3,348.3,1.3,1.1,305.2,64.8,,,,,
-2,35.625,0.000411912,3.45E-08,10,2020,01-10-20,87544.51,,,,,,,10,301.7,1,1,289.4,4.8,,,,,
-2,35.625,0.000411998,1.80E-08,8,2020,01-08-20,87544.51,,,,,,,8,322.2,1.2,1.1,301.6,15.6,,,,,
-2,35.625,0.000411799,3.29E-08,9,2020,01-09-20,87544.51,,,,,,,9,322.7,2,1.4,305.3,31.1,,,,,
-2,35.625,0.000412108,3.40E-08,11,2020,01-11-20,87544.51,,,,,,,11,320.88,2.49,1.49,299.12,67.03,,,,,
-2,35.625,0.000409361,4.87E-08,9,2019,01-09-19,84193.69,,,,,,,9,332.2,1.7,1.3,311.4,40.1,,,,,
-2,35.625,0.000402272,4.24E-08,3,2016,01-03-16,75776.28,,,,,,,3,328.5,1,1,302.6,16.6,,,,,
-2,35.625,0.00040282,4.58E-08,11,2016,01-11-16,75776.28,,,,,,,11,342.9,1.5,1.2,310,39.4,,,,,
-2,35.625,0.000401995,3.39E-08,9,2016,01-09-16,75776.28,,,,,,,9,324.9,2,1.4,301.3,39.5,,,,,
-2,36.25,0.000414289,2.67E-08,10,2021,01-10-21,,,,,Kajiado,admin,,10,334.37,1.13,1.07,315.1,16.53,,,,,
-2,36.25,0.00041425,2.75E-08,8,2021,01-08-21,,,,,Kajiado,admin,,8,329.4,2.2,1.4,309.92,38.7,,,,,
-2,36.25,0.000415407,3.75E-08,12,2021,01-12-21,,,,,Kajiado,admin,,12,327.3,1.33,1.13,304.17,16,,,,,
-2,36.25,0.000411936,3.15E-08,10,2020,01-10-20,121849,,,,Kajiado,admin,,10,329,1.2,1.1,309.4,17,,,,,
-2,36.25,0.000412027,1.80E-08,8,2020,01-08-20,121849,,,,Kajiado,admin,,8,320.1,1,1,304,7.4,,,,,
-2,36.25,0.000408379,1.99E-08,1,2019,01-01-19,117444.14,,,,Kajiado,admin,,1,342.07,1,1,320.83,23.03,,,,,
-2,36.25,0.000402179,4.02E-08,10,2016,01-10-16,105456.23,,,,Kajiado,admin,,10,306.7,1.25,1.1,288.9,9.85,,,,,
-2,36.25,0.000402393,4.37E-08,3,2016,01-03-16,105456.23,,,,Kajiado,admin,,3,339.6,1.1,1.1,304.6,21.5,,,,,
-2,36.25,0.0004066,2.70E-08,9,2018,01-09-18,113370.39,,,,Kajiado,admin,,9,333.75,1.2,1.1,310.5,26.65,,,,,
-2,36.875,0.000414194,2.53E-08,10,2021,01-10-21,,,,,Machakos,admin,114109,10,340.3,1,1,313.9,24.6,,,,,
-2,36.875,0.000414194,2.53E-08,10,2021,01-10-21,,,,,Konza,,2004,10,340.3,1,1,313.9,24.6,,,,,
-2,36.875,0.000414034,2.30E-08,9,2021,01-09-21,,,,,Machakos,admin,114109,9,329.8,1.6,1.3,311.8,24.1,,,,,
-2,36.875,0.000414034,2.30E-08,9,2021,01-09-21,,,,,Konza,,2004,9,329.8,1.6,1.3,311.8,24.1,,,,,
-2,36.875,0.000413739,2.10E-08,1,2021,01-01-21,,,,,Machakos,admin,114109,1,328,1.1,1,304.37,15,,,,,
-2,36.875,0.000413739,2.10E-08,1,2021,01-01-21,,,,,Konza,,2004,1,328,1.1,1,304.37,15,,,,,
-2,36.875,0.000404289,4.96E-08,10,2017,01-10-17,623809,,,,Machakos,admin,114109,10,330.8,1,1,311.9,9.3,,,,,
-2,36.875,0.000404289,4.96E-08,10,2017,01-10-17,623809,,,,Konza,,2004,10,330.8,1,1,311.9,9.3,,,,,
-2,36.875,0.00040469,2.92E-08,2,2017,01-02-17,623809,,,,Machakos,admin,114109,2,336.2,1,1,300.25,29.45,,,,,
-2,36.875,0.00040469,2.92E-08,2,2017,01-02-17,623809,,,,Konza,,2004,2,336.2,1,1,300.25,29.45,,,,,
-2,36.875,0.000404567,4.23E-08,3,2017,01-03-17,623809,,,,Machakos,admin,114109,3,335.76,2.22,1.4,305.08,110.3,,,,,
-2,36.875,0.000404567,4.23E-08,3,2017,01-03-17,623809,,,,Konza,,2004,3,335.76,2.22,1.4,305.08,110.3,,,,,
-2,36.875,0.000411804,2.84E-08,10,2020,01-10-20,664938.3,,,,Machakos,admin,114109,10,336.98,1.12,1.02,307.62,30.4,,,,,
-2,36.875,0.000411804,2.84E-08,10,2020,01-10-20,664938.3,,,,Konza,,2004,10,336.98,1.12,1.02,307.62,30.4,,,,,
-2,36.875,0.000411959,1.80E-08,8,2020,01-08-20,664938.3,,,,Machakos,admin,114109,8,334.7,1.1,1,306.7,22.6,,,,,
-2,36.875,0.000411959,1.80E-08,8,2020,01-08-20,664938.3,,,,Konza,,2004,8,334.7,1.1,1,306.7,22.6,,,,,
-2,36.875,0.000411787,3.07E-08,9,2020,01-09-20,664938.3,,,,Machakos,admin,114109,9,326.75,1.3,1.15,303.95,20,,,,,
-2,36.875,0.000411787,3.07E-08,9,2020,01-09-20,664938.3,,,,Konza,,2004,9,326.75,1.3,1.15,303.95,20,,,,,
-2,36.875,0.000412061,3.57E-08,11,2020,01-11-20,664938.3,,,,Machakos,admin,114109,11,324.1,1.1,1,308.2,11.1,,,,,
-2,36.875,0.000412061,3.57E-08,11,2020,01-11-20,664938.3,,,,Konza,,2004,11,324.1,1.1,1,308.2,11.1,,,,,
-2,36.875,0.000409425,3.71E-08,4,2019,01-04-19,651113.7,,,,Machakos,admin,114109,4,338.4,1.3,1.1,315.3,26.7,,,,,
-2,36.875,0.000409425,3.71E-08,4,2019,01-04-19,651113.7,,,,Konza,,2004,4,338.4,1.3,1.1,315.3,26.7,,,,,
-2,36.875,0.000409372,3.38E-08,3,2019,01-03-19,651113.7,,,,Machakos,admin,114109,3,339.8,1.2,1.1,310.27,36.2,,,,,
-2,36.875,0.000409372,3.38E-08,3,2019,01-03-19,651113.7,,,,Konza,,2004,3,339.8,1.2,1.1,310.27,36.2,,,,,
-2,37.5,0.000414227,2.41E-08,10,2021,01-10-21,,,,,Wote,admin,,10,338.15,1.8,1.25,305.95,41.88,,,,,
-2,37.5,0.000404649,4.10E-08,3,2017,01-03-17,455401.34,,,,Wote,admin,,3,302.1,1.4,1.2,290.8,6.6,,,,,
-2,37.5,0.000411813,2.53E-08,10,2020,01-10-20,483794.16,,,,Wote,admin,,10,330.62,1.1,1.05,307.95,14.52,,,,,
-2,37.5,0.000409429,3.80E-08,4,2019,01-04-19,474137,,,,Wote,admin,,4,326.7,1.1,1.1,305.8,13.8,,,,,
-2,37.5,0.000409461,3.05E-08,3,2019,01-03-19,474137,,,,Wote,admin,,3,328.6,1.5,1.2,310.6,24.8,,,,,
-2,37.5,0.00040223,4.31E-08,10,2016,01-10-16,446263.22,,,,Wote,admin,,10,334.7,2,1.4,307.9,34.6,,,,,
-2,37.5,0.000406615,2.74E-08,9,2018,01-09-18,464708.4,,,,Wote,admin,,9,331.1,1.5,1.2,306.8,23.2,,,,,
-2,38.125,0.000414265,2.30E-08,10,2021,01-10-21,,,,,,,,10,324.05,2.9,1.55,303.1,32.8,,,,,
-2,38.125,0.000414116,1.97E-08,9,2021,01-09-21,,,,,,,,9,353.3,1,1,305.75,70.5,,,,,
-2,38.125,0.000414656,3.36E-08,11,2021,01-11-21,,,,,,,,11,337.15,2.1,1.4,311.55,65.15,,,,,
